team_a,team_b,draw,loser,winner,total,winning_perc,losing_perc,draw_perc,team_a_txt,team_b_txt
Argentina,Australia,1,1,5,7,71,14,14,Argentina,Australia
Argentina,Belgium,0,1,3,4,75,25,0,Argentina,Belgium
Argentina,Brazil,26,43,39,108,36,40,24,Argentina,Brazil
Argentina,Cameroon,1,1,0,2,0,50,50,Argentina,Cameroon
Argentina,Canada,0,0,1,1,100,0,0,Argentina,Canada
Argentina,Costa Rica,2,0,4,6,67,0,33,Argentina,Costa_Rica
Argentina,Croatia,1,2,2,5,40,40,20,Argentina,Croatia
Argentina,Denmark,1,1,0,2,0,50,50,Argentina,Denmark
Argentina,Ecuador,11,5,21,37,57,14,30,Argentina,Ecuador
Argentina,England,6,6,3,15,20,40,40,Argentina,England
Argentina,France,3,3,6,12,50,25,25,Argentina,France
Argentina,Germany,6,7,10,23,43,30,26,Argentina,Germany
Argentina,Ghana,0,0,1,1,100,0,0,Argentina,Ghana
Argentina,Iran,1,0,1,2,50,0,50,Argentina,Iran
Argentina,Japan,0,1,6,7,86,14,0,Argentina,Japan
Argentina,Mexico,12,4,15,31,48,13,39,Argentina,Mexico
Argentina,Morocco,0,0,3,3,100,0,0,Argentina,Morocco
Argentina,Netherlands,4,4,1,9,11,44,44,Argentina,Netherlands
Argentina,Poland,2,3,6,11,55,27,18,Argentina,Poland
Argentina,Portugal,1,2,5,8,62,25,12,Argentina,Portugal
Argentina,Qatar,0,0,2,2,100,0,0,Argentina,Qatar
Argentina,Saudi Arabia,2,0,2,4,50,0,50,Argentina,Saudi_Arabia
Argentina,Serbia,0,1,3,4,75,25,0,Argentina,Serbia
Argentina,South Korea,0,0,3,3,100,0,0,Argentina,South_Korea
Argentina,Spain,2,6,6,14,43,43,14,Argentina,Spain
Argentina,Switzerland,2,0,5,7,71,0,29,Argentina,Switzerland
Argentina,Tunisia,0,0,1,1,100,0,0,Argentina,Tunisia
Argentina,United States,2,2,6,10,60,20,20,Argentina,United_States
Argentina,Uruguay,43,52,84,179,47,29,24,Argentina,Uruguay
Argentina,Wales,1,0,1,2,50,0,50,Argentina,Wales
Australia,Argentina,1,5,1,7,14,71,14,Australia,Argentina
Australia,Belgium,0,1,0,1,0,100,0,Australia,Belgium
Australia,Brazil,1,6,1,8,12,75,12,Australia,Brazil
Australia,Cameroon,1,0,0,1,0,0,100,Australia,Cameroon
Australia,Canada,1,3,5,9,56,33,11,Australia,Canada
Australia,Costa Rica,0,0,1,1,100,0,0,Australia,Costa_Rica
Australia,Croatia,2,2,2,6,33,33,33,Australia,Croatia
Australia,Denmark,1,2,1,4,25,50,25,Australia,Denmark
Australia,Ecuador,0,1,0,1,0,100,0,Australia,Ecuador
Australia,England,2,4,1,7,14,57,29,Australia,England
Australia,France,1,3,1,5,20,60,20,Australia,France
Australia,Germany,1,4,1,6,17,67,17,Australia,Germany
Australia,Ghana,2,1,4,7,57,14,29,Australia,Ghana
Australia,Iran,2,3,2,7,29,43,29,Australia,Iran
Australia,Japan,9,11,6,26,23,42,35,Australia,Japan
Australia,Mexico,2,0,2,4,50,0,50,Australia,Mexico
Australia,Morocco,0,0,1,1,100,0,0,Australia,Morocco
Australia,Netherlands,2,1,1,4,25,25,50,Australia,Netherlands
Australia,Poland,0,0,1,1,100,0,0,Australia,Poland
Australia,Qatar,1,1,3,5,60,20,20,Australia,Qatar
Australia,Saudi Arabia,3,2,5,10,50,20,30,Australia,Saudi_Arabia
Australia,Serbia,1,0,1,2,50,0,50,Australia,Serbia
Australia,South Korea,11,8,9,28,32,29,39,Australia,South_Korea
Australia,Spain,0,1,0,1,0,100,0,Australia,Spain
Australia,Switzerland,1,0,0,1,0,0,100,Australia,Switzerland
Australia,Tunisia,0,1,0,1,0,100,0,Australia,Tunisia
Australia,United States,1,1,1,3,33,33,33,Australia,United_States
Australia,Uruguay,0,4,3,7,43,57,0,Australia,Uruguay
Australia,Wales,0,0,1,1,100,0,0,Australia,Wales
Belgium,Argentina,0,3,1,4,25,75,0,Belgium,Argentina
Belgium,Australia,0,0,1,1,100,0,0,Belgium,Australia
Belgium,Brazil,0,3,2,5,40,60,0,Belgium,Brazil
Belgium,Canada,0,0,1,1,100,0,0,Belgium,Canada
Belgium,Costa Rica,0,0,2,2,100,0,0,Belgium,Costa_Rica
Belgium,Croatia,2,3,3,8,38,38,25,Belgium,Croatia
Belgium,Denmark,3,6,7,16,44,38,19,Belgium,Denmark
Belgium,England,5,17,4,26,15,65,19,Belgium,England
Belgium,France,19,26,30,75,40,35,25,Belgium,France
Belgium,Germany,1,20,4,25,16,80,4,Belgium,Germany
Belgium,Japan,2,2,2,6,33,33,33,Belgium,Japan
Belgium,Mexico,2,3,2,7,29,43,29,Belgium,Mexico
Belgium,Morocco,0,1,2,3,67,33,0,Belgium,Morocco
Belgium,Netherlands,31,55,40,126,32,44,25,Belgium,Netherlands
Belgium,Poland,6,7,8,21,38,33,29,Belgium,Poland
Belgium,Portugal,7,6,6,19,32,32,37,Belgium,Portugal
Belgium,Qatar,0,0,1,1,100,0,0,Belgium,Qatar
Belgium,Saudi Arabia,0,1,2,3,67,33,0,Belgium,Saudi_Arabia
Belgium,Serbia,1,2,3,6,50,33,17,Belgium,Serbia
Belgium,South Korea,1,0,3,4,75,0,25,Belgium,South_Korea
Belgium,Spain,6,11,4,21,19,52,29,Belgium,Spain
Belgium,Switzerland,6,9,15,30,50,30,20,Belgium,Switzerland
Belgium,Tunisia,1,1,2,4,50,25,25,Belgium,Tunisia
Belgium,United States,0,1,5,6,83,17,0,Belgium,United_States
Belgium,Uruguay,0,0,2,2,100,0,0,Belgium,Uruguay
Belgium,Wales,5,5,6,16,38,31,31,Belgium,Wales
Brazil,Argentina,26,39,43,108,40,36,24,Brazil,Argentina
Brazil,Australia,1,1,6,8,75,12,12,Brazil,Australia
Brazil,Belgium,0,2,3,5,60,40,0,Brazil,Belgium
Brazil,Cameroon,0,1,5,6,83,17,0,Brazil,Cameroon
Brazil,Canada,2,0,2,4,50,0,50,Brazil,Canada
Brazil,Costa Rica,0,1,10,11,91,9,0,Brazil,Costa_Rica
Brazil,Croatia,1,0,3,4,75,0,25,Brazil,Croatia
Brazil,Denmark,0,1,3,4,75,25,0,Brazil,Denmark
Brazil,Ecuador,6,2,26,34,76,6,18,Brazil,Ecuador
Brazil,England,11,4,11,26,42,15,42,Brazil,England
Brazil,France,4,5,7,16,44,31,25,Brazil,France
Brazil,Germany,5,5,13,23,57,22,22,Brazil,Germany
Brazil,Ghana,0,0,5,5,100,0,0,Brazil,Ghana
Brazil,Iran,0,0,1,1,100,0,0,Brazil,Iran
Brazil,Japan,2,0,11,13,85,0,15,Brazil,Japan
Brazil,Mexico,7,10,24,41,59,24,17,Brazil,Mexico
Brazil,Morocco,0,0,2,2,100,0,0,Brazil,Morocco
Brazil,Netherlands,5,4,3,12,25,33,42,Brazil,Netherlands
Brazil,Poland,2,1,9,12,75,8,17,Brazil,Poland
Brazil,Portugal,3,4,14,21,67,19,14,Brazil,Portugal
Brazil,Qatar,0,0,1,1,100,0,0,Brazil,Qatar
Brazil,Saudi Arabia,0,0,5,5,100,0,0,Brazil,Saudi_Arabia
Brazil,Senegal,1,0,0,1,0,0,100,Brazil,Senegal
Brazil,Serbia,1,0,4,5,80,0,20,Brazil,Serbia
Brazil,South Korea,0,1,6,7,86,14,0,Brazil,South_Korea
Brazil,Spain,2,2,5,9,56,22,22,Brazil,Spain
Brazil,Switzerland,4,2,3,9,33,22,44,Brazil,Switzerland
Brazil,Tunisia,0,0,2,2,100,0,0,Brazil,Tunisia
Brazil,United States,0,1,17,18,94,6,0,Brazil,United_States
Brazil,Uruguay,19,20,37,76,49,26,25,Brazil,Uruguay
Brazil,Wales,1,1,8,10,80,10,10,Brazil,Wales
Cameroon,Argentina,1,0,1,2,50,0,50,Cameroon,Argentina
Cameroon,Australia,1,0,0,1,0,0,100,Cameroon,Australia
Cameroon,Brazil,0,5,1,6,17,83,0,Cameroon,Brazil
Cameroon,Canada,0,0,1,1,100,0,0,Cameroon,Canada
Cameroon,Costa Rica,0,1,0,1,0,100,0,Cameroon,Costa_Rica
Cameroon,Croatia,0,1,0,1,0,100,0,Cameroon,Croatia
Cameroon,Denmark,0,2,1,3,33,67,0,Cameroon,Denmark
Cameroon,England,1,3,0,4,0,75,25,Cameroon,England
Cameroon,France,1,2,0,3,0,67,33,Cameroon,France
Cameroon,Germany,1,3,0,4,0,75,25,Cameroon,Germany
Cameroon,Ghana,4,2,2,8,25,25,50,Cameroon,Ghana
Cameroon,Iran,2,0,0,2,0,0,100,Cameroon,Iran
Cameroon,Japan,2,3,0,5,0,60,40,Cameroon,Japan
Cameroon,Mexico,0,2,0,2,0,100,0,Cameroon,Mexico
Cameroon,Morocco,4,1,6,11,55,9,36,Cameroon,Morocco
Cameroon,Netherlands,1,2,0,3,0,67,33,Cameroon,Netherlands
Cameroon,Poland,2,0,1,3,33,0,67,Cameroon,Poland
Cameroon,Portugal,0,2,0,2,0,100,0,Cameroon,Portugal
Cameroon,Saudi Arabia,1,2,2,5,40,40,20,Cameroon,Saudi_Arabia
Cameroon,Senegal,5,5,3,13,23,38,38,Cameroon,Senegal
Cameroon,Serbia,0,1,0,1,0,100,0,Cameroon,Serbia
Cameroon,South Korea,2,3,0,5,0,60,40,Cameroon,South_Korea
Cameroon,Tunisia,7,3,9,19,47,16,37,Cameroon,Tunisia
Cameroon,United States,1,0,0,1,0,0,100,Cameroon,United_States
Canada,Argentina,0,1,0,1,0,100,0,Canada,Argentina
Canada,Australia,1,5,3,9,33,56,11,Canada,Australia
Canada,Belgium,0,1,0,1,0,100,0,Canada,Belgium
Canada,Brazil,2,2,0,4,0,50,50,Canada,Brazil
Canada,Cameroon,0,1,0,1,0,100,0,Canada,Cameroon
Canada,Costa Rica,9,9,6,24,25,38,38,Canada,Costa_Rica
Canada,Denmark,0,1,0,1,0,100,0,Canada,Denmark
Canada,Ecuador,1,2,0,3,0,67,33,Canada,Ecuador
Canada,England,0,1,0,1,0,100,0,Canada,England
Canada,France,0,1,0,1,0,100,0,Canada,France
Canada,Germany,0,2,0,2,0,100,0,Canada,Germany
Canada,Ghana,0,0,1,1,100,0,0,Canada,Ghana
Canada,Iran,0,2,1,3,33,67,0,Canada,Iran
Canada,Japan,0,2,0,2,0,100,0,Canada,Japan
Canada,Mexico,8,21,4,33,12,64,24,Canada,Mexico
Canada,Morocco,1,2,0,3,0,67,33,Canada,Morocco
Canada,Netherlands,0,1,0,1,0,100,0,Canada,Netherlands
Canada,Poland,0,6,0,6,0,100,0,Canada,Poland
Canada,Portugal,1,1,0,2,0,50,50,Canada,Portugal
Canada,Qatar,0,0,1,1,100,0,0,Canada,Qatar
Canada,Saudi Arabia,0,1,0,1,0,100,0,Canada,Saudi_Arabia
Canada,South Korea,1,2,2,5,40,40,20,Canada,South_Korea
Canada,Spain,0,2,0,2,0,100,0,Canada,Spain
Canada,Switzerland,0,0,1,1,100,0,0,Canada,Switzerland
Canada,Tunisia,0,1,0,1,0,100,0,Canada,Tunisia
Canada,United States,11,15,10,36,28,42,31,Canada,United_States
Canada,Uruguay,0,2,0,2,0,100,0,Canada,Uruguay
Canada,Wales,0,2,1,3,33,67,0,Canada,Wales
Costa Rica,Argentina,2,4,0,6,0,67,33,Costa_Rica,Argentina
Costa Rica,Australia,0,1,0,1,0,100,0,Costa_Rica,Australia
Costa Rica,Belgium,0,2,0,2,0,100,0,Costa_Rica,Belgium
Costa Rica,Brazil,0,10,1,11,9,91,0,Costa_Rica,Brazil
Costa Rica,Cameroon,0,0,1,1,100,0,0,Costa_Rica,Cameroon
Costa Rica,Canada,9,6,9,24,38,25,38,Costa_Rica,Canada
Costa Rica,Ecuador,5,5,1,11,9,45,45,Costa_Rica,Ecuador
Costa Rica,England,1,1,0,2,0,50,50,Costa_Rica,England
Costa Rica,France,0,2,0,2,0,100,0,Costa_Rica,France
Costa Rica,Germany,0,1,0,1,0,100,0,Costa_Rica,Germany
Costa Rica,Iran,1,1,0,2,0,50,50,Costa_Rica,Iran
Costa Rica,Japan,1,3,0,4,0,75,25,Costa_Rica,Japan
Costa Rica,Mexico,19,28,6,53,11,53,36,Costa_Rica,Mexico
Costa Rica,Netherlands,1,0,0,1,0,0,100,Costa_Rica,Netherlands
Costa Rica,Poland,0,2,0,2,0,100,0,Costa_Rica,Poland
Costa Rica,Qatar,1,0,0,1,0,0,100,Costa_Rica,Qatar
Costa Rica,Saudi Arabia,0,1,3,4,75,25,0,Costa_Rica,Saudi_Arabia
Costa Rica,Serbia,0,1,0,1,0,100,0,Costa_Rica,Serbia
Costa Rica,South Korea,3,4,3,10,30,40,30,Costa_Rica,South_Korea
Costa Rica,Spain,1,2,0,3,0,67,33,Costa_Rica,Spain
Costa Rica,Switzerland,1,1,1,3,33,33,33,Costa_Rica,Switzerland
Costa Rica,Tunisia,0,1,0,1,0,100,0,Costa_Rica,Tunisia
Costa Rica,United States,6,19,16,41,39,46,15,Costa_Rica,United_States
Costa Rica,Uruguay,3,6,1,10,10,60,30,Costa_Rica,Uruguay
Costa Rica,Wales,0,1,1,2,50,50,0,Costa_Rica,Wales
Croatia,Argentina,1,2,2,5,40,40,20,Croatia,Argentina
Croatia,Australia,2,2,2,6,33,33,33,Croatia,Australia
Croatia,Belgium,2,3,3,8,38,38,25,Croatia,Belgium
Croatia,Brazil,1,3,0,4,0,75,25,Croatia,Brazil
Croatia,Cameroon,0,0,1,1,100,0,0,Croatia,Cameroon
Croatia,Denmark,2,2,3,7,43,29,29,Croatia,Denmark
Croatia,Ecuador,0,1,0,1,0,100,0,Croatia,Ecuador
Croatia,England,2,6,3,11,27,55,18,Croatia,England
Croatia,France,3,6,1,10,10,60,30,Croatia,France
Croatia,Germany,1,5,2,8,25,62,12,Croatia,Germany
Croatia,Iran,1,0,1,2,50,0,50,Croatia,Iran
Croatia,Japan,1,1,1,3,33,33,33,Croatia,Japan
Croatia,Mexico,0,2,4,6,67,33,0,Croatia,Mexico
Croatia,Morocco,1,0,0,1,0,0,100,Croatia,Morocco
Croatia,Netherlands,0,1,1,2,50,50,0,Croatia,Netherlands
Croatia,Poland,1,1,3,5,60,20,20,Croatia,Poland
Croatia,Portugal,1,6,0,7,0,86,14,Croatia,Portugal
Croatia,Qatar,0,0,1,1,100,0,0,Croatia,Qatar
Croatia,Senegal,0,0,1,1,100,0,0,Croatia,Senegal
Croatia,Serbia,3,0,2,5,40,0,60,Croatia,Serbia
Croatia,South Korea,2,2,3,7,43,29,29,Croatia,South_Korea
Croatia,Spain,1,5,3,9,33,56,11,Croatia,Spain
Croatia,Switzerland,2,2,3,7,43,29,29,Croatia,Switzerland
Croatia,Tunisia,0,1,0,1,0,100,0,Croatia,Tunisia
Croatia,United States,0,0,1,1,100,0,0,Croatia,United_States
Croatia,Wales,2,0,4,6,67,0,33,Croatia,Wales
Denmark,Argentina,1,0,1,2,50,0,50,Denmark,Argentina
Denmark,Australia,1,1,2,4,50,25,25,Denmark,Australia
Denmark,Belgium,3,7,6,16,38,44,19,Denmark,Belgium
Denmark,Brazil,0,3,1,4,25,75,0,Denmark,Brazil
Denmark,Cameroon,0,1,2,3,67,33,0,Denmark,Cameroon
Denmark,Canada,0,0,1,1,100,0,0,Denmark,Canada
Denmark,Croatia,2,3,2,7,29,43,29,Denmark,Croatia
Denmark,England,5,13,4,22,18,59,23,Denmark,England
Denmark,France,2,8,5,15,33,53,13,Denmark,France
Denmark,Germany,5,15,8,28,29,54,18,Denmark,Germany
Denmark,Ghana,0,0,1,1,100,0,0,Denmark,Ghana
Denmark,Iran,1,0,0,1,0,0,100,Denmark,Iran
Denmark,Japan,0,1,1,2,50,50,0,Denmark,Japan
Denmark,Mexico,2,1,2,5,40,20,40,Denmark,Mexico
Denmark,Netherlands,10,13,8,31,26,42,32,Denmark,Netherlands
Denmark,Poland,1,8,10,19,53,42,5,Denmark,Poland
Denmark,Portugal,2,10,3,15,20,67,13,Denmark,Portugal
Denmark,Saudi Arabia,0,0,3,3,100,0,0,Denmark,Saudi_Arabia
Denmark,Senegal,1,0,2,3,67,0,33,Denmark,Senegal
Denmark,Serbia,0,0,3,3,100,0,0,Denmark,Serbia
Denmark,South Korea,1,0,0,1,0,0,100,Denmark,South_Korea
Denmark,Spain,3,11,2,16,12,69,19,Denmark,Spain
Denmark,Switzerland,6,2,4,12,33,17,50,Denmark,Switzerland
Denmark,Tunisia,0,0,1,1,100,0,0,Denmark,Tunisia
Denmark,United States,1,0,2,3,67,0,33,Denmark,United_States
Denmark,Uruguay,0,0,2,2,100,0,0,Denmark,Uruguay
Denmark,Wales,0,4,7,11,64,36,0,Denmark,Wales
Ecuador,Argentina,11,21,5,37,14,57,30,Ecuador,Argentina
Ecuador,Australia,0,0,1,1,100,0,0,Ecuador,Australia
Ecuador,Brazil,6,26,2,34,6,76,18,Ecuador,Brazil
Ecuador,Canada,1,0,2,3,67,0,33,Ecuador,Canada
Ecuador,Costa Rica,5,1,5,11,45,9,45,Ecuador,Costa_Rica
Ecuador,Croatia,0,0,1,1,100,0,0,Ecuador,Croatia
Ecuador,England,1,2,0,3,0,67,33,Ecuador,England
Ecuador,France,1,1,0,2,0,50,50,Ecuador,France
Ecuador,Germany,0,2,0,2,0,100,0,Ecuador,Germany
Ecuador,Iran,2,0,1,3,33,0,67,Ecuador,Iran
Ecuador,Japan,2,2,0,4,0,50,50,Ecuador,Japan
Ecuador,Mexico,6,14,4,24,17,58,25,Ecuador,Mexico
Ecuador,Netherlands,1,1,0,2,0,50,50,Ecuador,Netherlands
Ecuador,Poland,1,1,1,3,33,33,33,Ecuador,Poland
Ecuador,Portugal,0,1,1,2,50,50,0,Ecuador,Portugal
Ecuador,Qatar,1,1,1,3,33,33,33,Ecuador,Qatar
Ecuador,Saudi Arabia,1,0,0,1,0,0,100,Ecuador,Saudi_Arabia
Ecuador,Senegal,0,2,0,2,0,100,0,Ecuador,Senegal
Ecuador,Serbia,0,0,1,1,100,0,0,Ecuador,Serbia
Ecuador,South Korea,0,1,1,2,50,50,0,Ecuador,South_Korea
Ecuador,Spain,0,2,0,2,0,100,0,Ecuador,Spain
Ecuador,Switzerland,0,1,0,1,0,100,0,Ecuador,Switzerland
Ecuador,United States,4,4,5,13,38,31,31,Ecuador,United_States
Ecuador,Uruguay,10,31,7,48,15,65,21,Ecuador,Uruguay
England,Argentina,6,3,6,15,40,20,40,England,Argentina
England,Australia,2,1,4,7,57,14,29,England,Australia
England,Belgium,5,4,17,26,65,15,19,England,Belgium
England,Brazil,11,11,4,26,15,42,42,England,Brazil
England,Cameroon,1,0,3,4,75,0,25,England,Cameroon
England,Canada,0,0,1,1,100,0,0,England,Canada
England,Costa Rica,1,0,1,2,50,0,50,England,Costa_Rica
England,Croatia,2,3,6,11,55,27,18,England,Croatia
England,Denmark,5,4,13,22,59,18,23,England,Denmark
England,Ecuador,1,0,2,3,67,0,33,England,Ecuador
England,France,6,10,17,33,52,30,18,England,France
England,Germany,7,13,14,34,41,38,21,England,Germany
England,Ghana,1,0,0,1,0,0,100,England,Ghana
England,Japan,1,0,2,3,67,0,33,England,Japan
England,Mexico,1,2,7,10,70,20,10,England,Mexico
England,Morocco,1,0,1,2,50,0,50,England,Morocco
England,Netherlands,9,7,6,22,27,32,41,England,Netherlands
England,Poland,8,1,12,21,57,5,38,England,Poland
England,Portugal,10,3,10,23,43,13,43,England,Portugal
England,Saudi Arabia,2,0,0,2,0,0,100,England,Saudi_Arabia
England,Serbia,0,0,1,1,100,0,0,England,Serbia
England,South Korea,1,0,0,1,0,0,100,England,South_Korea
England,Spain,4,10,13,27,48,37,15,England,Spain
England,Switzerland,6,4,19,29,66,14,21,England,Switzerland
England,Tunisia,1,0,2,3,67,0,33,England,Tunisia
